0.511, 2.364
0.815, 2.168
1.191, 2
1.689, 1.844
2.397, 1.689
3.401, 1.540
4.968, 1.385
10.91, 1.114
23.28, 0.959
48.25, 0.885
48.25, 0.885
106.0, 0.837
201.2, 0.817
489.6, 0.797
