0.000, 9.204
0.049, 9.093
0.098, 8.674
0.172, 7.127
0.295, 5.602
0.393, 4.475
0.491, 3.679
0.737, 2.508
0.983, 1.911
1.475, 1.314
2.016, 1.071
2.483, 0.917
3.024, 0.806
3.491, 0.762
4.008, 0.718
4.499, 0.674
5.016, 0.651
5.508, 0.629
5.999, 0.585
6.491, 0.585
6.983, 0.563
7.524, 0.563
8.016, 0.541
8.508, 0.563
9.049, 0.541
