#NAME: output/ira.energy.electronic
#DATE: Wed Oct 25 02:44:23 2023
#TITLE: energy deposited to electrons
#initialFile: /home/atom/research/wd-xeres/IRADINAGUI_WORKDIR/Sr_in_UMo/output/ira.energy.electronic
#COLUMN_NAMES: x | y
#COLUMN_TITLES: Depth (nm) | Energy (eV.$cm^{-1}$ per ion)

  0	3.14915e+11
  1	2.69149e+11
  2	2.67095e+11
  3	2.69881e+11
  4	2.63258e+11
  5	2.68341e+11
  6	2.68232e+11
  7	2.65309e+11
  8	2.70151e+11
  9	2.64258e+11
 10	2.6812e+11
 11	2.67293e+11
 12	2.68469e+11
 13	2.69265e+11
 14	2.6598e+11
 15	2.66511e+11
 16	2.66755e+11
 17	2.68248e+11
 18	2.68231e+11
 19	2.66296e+11
 20	2.68626e+11
 21	2.64198e+11
 22	2.67967e+11
 23	2.64309e+11
 24	2.71045e+11
 25	2.66407e+11
 26	2.64249e+11
 27	2.6827e+11
 28	2.67834e+11
 29	2.66443e+11
 30	2.68294e+11
 31	2.64153e+11
 32	2.66453e+11
 33	2.66616e+11
 34	2.678e+11
 35	2.65712e+11
 36	2.65803e+11
 37	2.62972e+11
 38	2.70096e+11
 39	2.63539e+11
 40	2.67908e+11
 41	2.67401e+11
 42	2.67526e+11
 43	2.63654e+11
 44	2.68473e+11
 45	2.65065e+11
 46	2.64964e+11
 47	2.66327e+11
 48	2.68391e+11
 49	2.65355e+11
 50	2.68143e+11
 51	2.67891e+11
 52	2.64828e+11
 53	2.65057e+11
 54	2.65642e+11
 55	2.6406e+11
 56	2.66823e+11
 57	2.68392e+11
 58	2.67212e+11
 59	2.65073e+11
 60	2.65564e+11
 61	2.64644e+11
 62	2.67873e+11
 63	2.64912e+11
 64	2.66782e+11
 65	2.6507e+11
 66	2.69417e+11
 67	2.6593e+11
 68	2.66724e+11
 69	2.70179e+11
 70	2.64724e+11
 71	2.65607e+11
 72	2.66135e+11
 73	2.64946e+11
 74	2.68504e+11
 75	2.661e+11
 76	2.65817e+11
 77	2.68207e+11
 78	2.64738e+11
 79	2.66805e+11
 80	2.64891e+11
 81	2.70398e+11
 82	2.67351e+11
 83	2.68114e+11
 84	2.6747e+11
 85	2.66454e+11
 86	2.6842e+11
 87	2.62849e+11
 88	2.67927e+11
 89	2.66469e+11
 90	2.67182e+11
 91	2.68373e+11
 92	2.67683e+11
 93	2.64695e+11
 94	2.62713e+11
 95	2.68895e+11
 96	2.64082e+11
 97	2.6458e+11
 98	2.64451e+11
 99	2.6283e+11
100	2.6362e+11
101	2.66352e+11
102	2.64858e+11
103	2.6091e+11
104	2.64581e+11
105	2.6387e+11
106	2.60699e+11
107	2.66597e+11
108	2.58754e+11
109	2.64938e+11
110	2.6155e+11
111	2.63797e+11
112	2.62635e+11
113	2.64947e+11
114	2.62027e+11
115	2.57742e+11
116	2.64423e+11
117	2.64091e+11
118	2.60937e+11
119	2.63949e+11
120	2.6477e+11
121	2.58505e+11
122	2.61414e+11
123	2.63787e+11
124	2.63598e+11
125	2.6556e+11
126	2.6191e+11
127	2.6243e+11
128	2.61943e+11
129	2.62947e+11
130	2.61974e+11
131	2.59314e+11
132	2.61293e+11
133	2.65975e+11
134	2.63949e+11
135	2.62109e+11
136	2.63413e+11
137	2.639e+11
138	2.63482e+11
139	2.62952e+11
140	2.63404e+11
141	2.61293e+11
142	2.65368e+11
143	2.5897e+11
144	2.67027e+11
145	2.6061e+11
146	2.61856e+11
147	2.63778e+11
148	2.61993e+11
149	2.61816e+11
150	2.61918e+11
151	2.59178e+11
152	2.65638e+11
153	2.59726e+11
154	2.62625e+11
155	2.64943e+11
156	2.62215e+11
157	2.63441e+11
158	2.64602e+11
159	2.61952e+11
160	2.6711e+11
161	2.58386e+11
162	2.62306e+11
163	2.6337e+11
164	2.65232e+11
165	2.61498e+11
166	2.65567e+11
167	2.6291e+11
168	2.63342e+11
169	2.64653e+11
170	2.60349e+11
171	2.59853e+11
172	2.63851e+11
173	2.62431e+11
174	2.6278e+11
175	2.62628e+11
176	2.62233e+11
177	2.63307e+11
178	2.62689e+11
179	2.66824e+11
180	2.59703e+11
181	2.62215e+11
182	2.63139e+11
183	2.60774e+11
184	2.65138e+11
185	2.61435e+11
186	2.6214e+11
187	2.62812e+11
188	2.65275e+11
189	2.64288e+11
190	2.63926e+11
191	2.66057e+11
192	2.6093e+11
193	2.63472e+11
194	2.62992e+11
195	2.63503e+11
196	2.65341e+11
197	2.65223e+11
198	2.62839e+11
199	2.63115e+11
200	2.62435e+11
201	2.62163e+11
202	2.66466e+11
203	2.59481e+11
204	2.64722e+11
205	2.61819e+11
206	2.65318e+11
207	2.64042e+11
208	2.62693e+11
209	2.61029e+11
210	2.61997e+11
211	2.65135e+11
212	2.61648e+11
213	2.62608e+11
214	2.65142e+11
215	2.63795e+11
216	2.63208e+11
217	2.65074e+11
218	2.66467e+11
219	2.59049e+11
220	2.63002e+11
221	2.60963e+11
222	2.62508e+11
223	2.62618e+11
224	2.63443e+11
225	2.62944e+11
226	2.65128e+11
227	2.60518e+11
228	2.64172e+11
229	2.61466e+11
230	2.61481e+11
231	2.60635e+11
232	2.63858e+11
233	2.63789e+11
234	2.61382e+11
235	2.61667e+11
236	2.636e+11
237	2.63423e+11
238	2.61293e+11
239	2.63402e+11
240	2.60585e+11
241	2.65982e+11
242	2.64312e+11
243	2.64239e+11
244	2.61847e+11
245	2.63763e+11
246	2.64919e+11
247	2.58518e+11
248	2.65541e+11
249	2.5796e+11
250	2.62274e+11
251	2.60369e+11
252	2.64798e+11
253	2.67059e+11
254	2.63425e+11
255	2.6204e+11
256	2.63486e+11
257	2.66185e+11
258	2.61934e+11
259	2.66063e+11
260	2.621e+11
261	2.6248e+11
262	2.62594e+11
263	2.59263e+11
264	2.62058e+11
265	2.58183e+11
266	2.63103e+11
267	2.59623e+11
268	2.59092e+11
269	2.59338e+11
